DateTime,CO2_MNT_ppm,CO2_LL1m_ppm,CO2_LL13m_ppm
2025-02-05 06:00:00,2015.4716796875,2011.569091796875,517.1240844726562
2025-02-05 06:15:00,2015.3876953125,2011.527099609375,518.5087890625
2025-02-05 06:30:00,2015.4296875,2011.527099609375,519.6417846679688
2025-02-05 06:45:00,2015.4296875,2011.4853515625,515.9490356445312
2025-02-05 07:00:00,2015.3876953125,2011.611083984375,517.543701171875
2025-02-05 07:15:00,2015.513427734375,2011.569091796875,515.2356567382812
2025-02-05 07:30:00,2015.3876953125,2011.4853515625,511.2493286132813
2025-02-05 07:45:00,2015.3876953125,2011.569091796875,509.3609619140625
2025-02-05 08:00:00,2015.4296875,2011.527099609375,500.8426513671875
2025-02-05 08:15:00,2015.3037109375,2011.443359375,492.156494140625
2025-02-05 08:30:00,2015.4296875,2011.443359375,478.09912109375
2025-02-05 08:45:00,2015.4296875,2011.359375,469.9163818359375
2025-02-05 09:00:00,2015.513427734375,2011.443359375,457.6634521484375
2025-02-05 09:15:00,2015.513427734375,2011.4853515625,448.55755615234375
2025-02-05 09:30:00,2015.4716796875,2011.401123046875,439.74554443359375
2025-02-05 09:45:00,2015.4716796875,2011.443359375,429.8844604492188
2025-02-05 10:00:00,2015.59765625,2011.443359375,424.8069458007813
2025-02-05 10:15:00,2015.555419921875,2011.359375,412.93157958984375
2025-02-05 10:30:00,2015.26171875,2011.275390625,401.26611328125
2025-02-05 10:45:00,2015.052001953125,2011.065673828125,389.306884765625
2025-02-05 11:00:00,2014.968017578125,2010.939697265625,376.59222412109375
2025-02-05 11:15:00,2014.884033203125,2010.813720703125,369.2908935546875
2025-02-05 11:30:00,2014.71630859375,2010.729736328125,362.8286743164063
2025-02-05 11:45:00,2014.80029296875,2010.64599609375,353.1773681640625
2025-02-05 12:00:00,2014.926025390625,2010.729736328125,357.66729736328125
2025-02-05 12:15:00,2015.010009765625,2010.813720703125,360.10113525390625
2025-02-05 12:30:00,2015.1357421875,2010.897705078125,358.464599609375
2025-02-05 12:45:00,2015.26171875,2010.939697265625,363.08050537109375
2025-02-05 13:00:00,2015.345703125,2011.1494140625,361.3179931640625
2025-02-05 13:15:00,2015.4296875,2011.1494140625,364.0455932617188
2025-02-05 13:30:00,2015.4716796875,2011.19140625,365.8919067382813
2025-02-05 13:45:00,2015.4296875,2011.2333984375,367.06683349609375
2025-02-05 14:00:00,2015.3876953125,2011.2333984375,370.9693603515625
2025-02-05 14:15:00,2015.4716796875,2011.275390625,374.3262939453125
2025-02-05 14:30:00,2015.3876953125,2011.2333984375,374.578125
2025-02-05 14:45:00,2015.3876953125,2011.275390625,377.2216796875
2025-02-05 15:00:00,2015.4296875,2011.19140625,379.8234252929688
2025-02-05 15:15:00,2015.4716796875,2011.275390625,383.2642822265625
2025-02-05 15:30:00,2015.4296875,2011.3173828125,385.8240356445313
2025-02-05 15:45:00,2015.4716796875,2011.2333984375,386.78912353515625
2025-02-05 16:00:00,2015.4716796875,2011.275390625,386.5374145507813
2025-02-05 16:15:00,2015.4296875,2011.401123046875,388.0899658203125
2025-02-05 16:30:00,2015.513427734375,2011.275390625,388.38372802734375
2025-02-05 16:45:00,2015.4716796875,2011.3173828125,392.2023315429688
2025-02-05 17:00:00,2015.4296875,2011.3173828125,394.5521240234375
2025-02-05 17:15:00,2015.4716796875,2011.3173828125,401.39202880859375
2025-02-05 17:30:00,2015.4296875,2011.3173828125,408.3157958984375
2025-02-05 17:45:00,2015.4716796875,2011.275390625,412.9736328125
2025-02-05 18:00:00,2015.4296875,2011.19140625,424.177490234375
2025-02-05 18:15:00,2015.3037109375,2011.1494140625,435.3394775390625
2025-02-05 18:30:00,2015.345703125,2011.359375,448.221923828125
2025-02-05 18:45:00,2015.345703125,2011.359375,456.61431884765625
2025-02-05 19:00:00,2015.345703125,2011.3173828125,465.3005981445313
2025-02-05 19:15:00,2015.345703125,2011.2333984375,470.3780517578125
2025-02-05 19:30:00,2015.3876953125,2011.3173828125,476.1688232421875
2025-02-05 19:45:00,2015.4296875,2011.3173828125,482.16943359375
2025-02-05 20:00:00,2015.3876953125,2011.401123046875,487.5405883789063
2025-02-05 20:15:00,2015.3876953125,2011.275390625,493.12158203125
